drug_a,drug_b,cell_line,synergy_value
2907,5746,OCUB-M,0.068396784
36462,60750,OCUB-M,0.06866346
36314,36462,OCUB-M,0.06888892
31703,36462,OCUB-M,0.06891157
3385,60700,OCUB-M,0.068747036
36462,6710780,OCUB-M,0.06878564
2907,36314,OCUB-M,0.068569735
60750,9887053,OCUB-M,0.06840654
5311497,6710780,OCUB-M,0.068795815
3385,36314,OCUB-M,0.06892344
5746,126941,OCUB-M,0.06881426
36314,426756,OCUB-M,0.068804026
60700,60750,OCUB-M,0.068513066
4091,60700,OCUB-M,0.06841813
3385,5311497,OCUB-M,0.0690151
36462,60700,OCUB-M,0.06866022
4091,36314,OCUB-M,0.06859451
36462,104842,OCUB-M,0.068620995
60750,6710780,OCUB-M,0.06874389
5311497,9887053,OCUB-M,0.06845847
2907,60750,OCUB-M,0.06839658
31703,5311497,OCUB-M,0.0691272
3385,60750,OCUB-M,0.0687503
3385,5743,OCUB-M,0.068795346
104842,126941,OCUB-M,0.06867047
4091,5311497,OCUB-M,0.06868618
104842,5311497,OCUB-M,0.06888352
31703,426756,OCUB-M,0.06882667
4091,60750,OCUB-M,0.06842137
4091,5743,OCUB-M,0.06846644
2907,9887053,OCUB-M,0.06818141
5743,60700,OCUB-M,0.068868764
6710780,9887053,OCUB-M,0.0685128
36314,9887053,OCUB-M,0.06862454
60750,126941,OCUB-M,0.06867345
5746,9887053,OCUB-M,0.06854734
126941,6710780,OCUB-M,0.06860306
36314,6710780,OCUB-M,0.06896192
4091,9887053,OCUB-M,0.06820619
60700,426756,OCUB-M,0.06847738
36314,60750,OCUB-M,0.06883976
31703,104842,OCUB-M,0.06881987
5746,60750,OCUB-M,0.06876254
2907,426756,OCUB-M,0.06836088
5746,5311497,OCUB-M,0.06902738
2907,126941,OCUB-M,0.068448305
36314,126941,OCUB-M,0.06889145
5743,104842,OCUB-M,0.068829484
5746,36314,OCUB-M,0.06893568
5746,60700,OCUB-M,0.068759285
36314,104842,OCUB-M,0.06879726
4091,126941,OCUB-M,0.06847311
2907,31703,OCUB-M,0.06844482
2907,3385,OCUB-M,0.06804915
31703,126941,OCUB-M,0.06891408
36314,60700,OCUB-M,0.068836495
3385,9887053,OCUB-M,0.06853512
3385,36462,OCUB-M,0.06879947
4091,31703,OCUB-M,0.06846964
4091,36462,OCUB-M,0.06847056
2907,5743,OCUB-M,0.068441644
426756,9887053,OCUB-M,0.06859176
2907,104842,OCUB-M,0.068354085
5743,5746,OCUB-M,0.06887223
5743,60750,OCUB-M,0.06887199
4091,6710780,OCUB-M,0.06854353
36462,126941,OCUB-M,0.068715185
3385,31703,OCUB-M,0.06879856
3385,104842,OV-90,0.06857473
60750,104842,OV-90,0.068446144
31703,6710780,OV-90,0.068851404
36314,5311497,OV-90,0.06897144
3385,4091,OV-90,0.06823082
5746,6710780,OV-90,0.0687516
126941,9887053,OV-90,0.06813262
31703,36314,OV-90,0.06890242
3385,126941,OV-90,0.06866889
5743,9887053,OV-90,0.06852375
31703,60700,OV-90,0.068726
4091,5746,OV-90,0.06828847
5746,36462,OV-90,0.06867863
4091,426756,OV-90,0.06825261
104842,6710780,OV-90,0.06860781
5746,104842,OV-90,0.06858697
104842,426756,OV-90,0.06844996
3385,426756,OV-90,0.06858154
3385,5746,OV-90,0.06861743
126941,5311497,OV-90,0.06861259
60750,426756,OV-90,0.06845292
31703,60750,OV-90,0.0687293
5743,5311497,OV-90,0.069003746
126941,426756,OV-90,0.0683121
60750,5311497,OV-90,0.06875345
3385,6710780,OV-90,0.06873937
426756,6710780,OV-90,0.068796024
36462,426756,OV-90,0.06849468
5746,426756,OV-90,0.06859374
5743,126941,OV-90,0.0687906
60700,9887053,OV-90,0.068164796
36462,5311497,OV-90,0.068795174
31703,9887053,OV-90,0.06851409
2907,60700,OV-90,0.06826024
2907,36462,OV-90,0.068312675
104842,9887053,OV-90,0.06827046
60700,6710780,OV-90,0.06850213
4091,104842,OV-90,0.06824581
5743,426756,OV-90,0.06870321
5743,36462,OV-90,0.06878811
2907,5311497,OV-90,0.06852831
2907,6710780,OV-90,0.068385646
426756,5311497,OV-90,0.06893867
60700,5311497,OV-90,0.06864481
36462,9887053,OV-90,0.06831519
5743,6710780,OV-90,0.06886107
5743,36314,OV-90,0.068912074
5746,31703,OV-90,0.06867768
5743,31703,OV-90,0.06878715
2907,4091,OV-90,0.067877114
60700,126941,OV-90,0.068431705
60700,104842,OV-90,0.0683375
2907,5746,OV-90,0.068263724
36462,60750,OV-90,0.068530366
36314,36462,OV-90,0.06875582
31703,36462,OV-90,0.06877847
3385,60700,OV-90,0.068613976
36462,6710780,OV-90,0.06865251
2907,36314,OV-90,0.06843663
60750,9887053,OV-90,0.06827345
5311497,6710780,OV-90,0.06866273
3385,36314,OV-90,0.068790376
5746,126941,OV-90,0.068681166
36314,426756,OV-90,0.06867096
60700,60750,OV-90,0.06838
4091,60700,OV-90,0.06828506
3385,5311497,OV-90,0.06888205
36462,60700,OV-90,0.0685271
4091,36314,OV-90,0.06846144
36462,104842,OV-90,0.06848788
60750,6710780,OV-90,0.06861079
5311497,9887053,OV-90,0.068325415
2907,60750,OV-90,0.0682635
31703,5311497,OV-90,0.06899407
3385,60750,OV-90,0.068617195
3385,5743,OV-90,0.06866227
104842,126941,OV-90,0.06853735
4091,5311497,OV-90,0.06855311
104842,5311497,OV-90,0.068750456
31703,426756,OV-90,0.068693586
4091,60750,OV-90,0.06828831
4091,5743,OV-90,0.06833335
2907,9887053,OV-90,0.06804832
5743,60700,OV-90,0.06873566
6710780,9887053,OV-90,0.068379715
36314,9887053,OV-90,0.068491444
60750,126941,OV-90,0.06854035
5746,9887053,OV-90,0.068414256
126941,6710780,OV-90,0.06846996
36314,6710780,OV-90,0.06882881
4091,9887053,OV-90,0.06807311
60700,426756,OV-90,0.06834431
36314,60750,OV-90,0.06870666
31703,104842,OV-90,0.06868678
5746,60750,OV-90,0.068629466
2907,426756,OV-90,0.06822781
5746,5311497,OV-90,0.06889427
2907,126941,OV-90,0.06831522
36314,126941,OV-90,0.06875835
5743,104842,OV-90,0.06869644
5746,36314,OV-90,0.06880261
5746,60700,OV-90,0.06862619
36314,104842,OV-90,0.06866414
4091,126941,OV-90,0.068339996
2907,31703,OV-90,0.06831178
2907,3385,OV-90,0.067916036
31703,126941,OV-90,0.06878099
36314,60700,OV-90,0.0687034
3385,9887053,OV-90,0.06840199
3385,36462,OV-90,0.06866637
4091,31703,OV-90,0.06833654
4091,36462,OV-90,0.0683375
2907,5743,OV-90,0.06830856
426756,9887053,OV-90,0.06845867
2907,104842,OV-90,0.068221
5743,5746,OV-90,0.06873913
5743,60750,OV-90,0.06873894
4091,6710780,OV-90,0.068410456
36462,126941,OV-90,0.06858209
3385,31703,OV-90,0.06866549
3385,104842,OVCAR-3,0.06817806
60750,104842,OVCAR-3,0.068049416
31703,6710780,OVCAR-3,0.06845473
36314,5311497,OVCAR-3,0.06857473
3385,4091,OVCAR-3,0.067834124
5746,6710780,OVCAR-3,0.068354934
126941,9887053,OVCAR-3,0.0677359
31703,36314,OVCAR-3,0.06850575
3385,126941,OVCAR-3,0.06827222
5743,9887053,OVCAR-3,0.06812703
31703,60700,OVCAR-3,0.06832932
4091,5746,OVCAR-3,0.06789181
5746,36462,OVCAR-3,0.06828196
4091,426756,OVCAR-3,0.067855895
104842,6710780,OVCAR-3,0.0682111
5746,104842,OVCAR-3,0.068190254
104842,426756,OVCAR-3,0.06805326
3385,426756,OVCAR-3,0.06818484
3385,5746,OVCAR-3,0.068220705
126941,5311497,OVCAR-3,0.06821589
60750,426756,OVCAR-3,0.068056226
31703,60750,OVCAR-3,0.06833259
5743,5311497,OVCAR-3,0.06860699
126941,426756,OVCAR-3,0.0679154
60750,5311497,OVCAR-3,0.06835675
3385,6710780,OVCAR-3,0.06834268
426756,6710780,OVCAR-3,0.068399325
36462,426756,OVCAR-3,0.06809795
5746,426756,OVCAR-3,0.06819707
5743,126941,OVCAR-3,0.06839393
60700,9887053,OVCAR-3,0.06776811
36462,5311497,OVCAR-3,0.06839852
31703,9887053,OVCAR-3,0.06811735
2907,60700,OVCAR-3,0.06786357
2907,36462,OVCAR-3,0.06791596
104842,9887053,OVCAR-3,0.067873746
60700,6710780,OVCAR-3,0.068105474
4091,104842,OVCAR-3,0.06784913
5743,426756,OVCAR-3,0.06830652
5743,36462,OVCAR-3,0.0683914
2907,5311497,OVCAR-3,0.068131596
2907,6710780,OVCAR-3,0.06798895
426756,5311497,OVCAR-3,0.068541944
60700,5311497,OVCAR-3,0.068248086
36462,9887053,OVCAR-3,0.067918465
5743,6710780,OVCAR-3,0.06846438
5743,36314,OVCAR-3,0.06851536
5746,31703,OVCAR-3,0.06828101
5743,31703,OVCAR-3,0.06839047
2907,4091,OVCAR-3,0.06748038
60700,126941,OVCAR-3,0.06803501
60700,104842,OVCAR-3,0.0679408
2907,5746,OVCAR-3,0.067867026
36462,60750,OVCAR-3,0.06813367
36314,36462,OVCAR-3,0.06835915
31703,36462,OVCAR-3,0.06838177
3385,60700,OVCAR-3,0.06821727
36462,6710780,OVCAR-3,0.06825587
2907,36314,OVCAR-3,0.06803996
60750,9887053,OVCAR-3,0.067876756
5311497,6710780,OVCAR-3,0.068266034
3385,36314,OVCAR-3,0.06839366
5746,126941,OVCAR-3,0.0682845
36314,426756,OVCAR-3,0.06827423
60700,60750,OVCAR-3,0.06798329
4091,60700,OVCAR-3,0.067888364
3385,5311497,OVCAR-3,0.06848531
36462,60700,OVCAR-3,0.068130404
4091,36314,OVCAR-3,0.06806475
36462,104842,OVCAR-3,0.068091206
60750,6710780,OVCAR-3,0.06821409
5311497,9887053,OVCAR-3,0.067928694
2907,60750,OVCAR-3,0.06786683
31703,5311497,OVCAR-3,0.06859739
3385,60750,OVCAR-3,0.068220526
3385,5743,OVCAR-3,0.06826556
104842,126941,OVCAR-3,0.068140656
4091,5311497,OVCAR-3,0.06815641
104842,5311497,OVCAR-3,0.06835375
31703,426756,OVCAR-3,0.068296894
4091,60750,OVCAR-3,0.06789158
4091,5743,OVCAR-3,0.06793669
2907,9887053,OVCAR-3,0.067651644
5743,60700,OVCAR-3,0.068338946
6710780,9887053,OVCAR-3,0.06798303
36314,9887053,OVCAR-3,0.06809474
60750,126941,OVCAR-3,0.06814364
5746,9887053,OVCAR-3,0.06801759
126941,6710780,OVCAR-3,0.06807326
36314,6710780,OVCAR-3,0.06843208
4091,9887053,OVCAR-3,0.06767644
60700,426756,OVCAR-3,0.0679476
36314,60750,OVCAR-3,0.06830996
31703,104842,OVCAR-3,0.0682901
5746,60750,OVCAR-3,0.06823276
2907,426756,OVCAR-3,0.06783111
5746,5311497,OVCAR-3,0.06849755
2907,126941,OVCAR-3,0.06791848
36314,126941,OVCAR-3,0.068361655
5743,104842,OVCAR-3,0.06829973
5746,36314,OVCAR-3,0.06840592
5746,60700,OVCAR-3,0.068229504
36314,104842,OVCAR-3,0.06826748
4091,126941,OVCAR-3,0.06794335
2907,31703,OVCAR-3,0.06791505
2907,3385,OVCAR-3,0.06751937
31703,126941,OVCAR-3,0.06838429
36314,60700,OVCAR-3,0.068306684
3385,9887053,OVCAR-3,0.06800535
3385,36462,OVCAR-3,0.06826967
4091,31703,OVCAR-3,0.06793986
4091,36462,OVCAR-3,0.06794079
2907,5743,OVCAR-3,0.067911856
426756,9887053,OVCAR-3,0.06806199
2907,104842,OVCAR-3,0.067824304
5743,5746,OVCAR-3,0.06834242
5743,60750,OVCAR-3,0.06834224
4091,6710780,OVCAR-3,0.068013795
36462,126941,OVCAR-3,0.068185404
3385,31703,OVCAR-3,0.06826878
3385,104842,PA-1,0.068332456
60750,104842,PA-1,0.068203904
31703,6710780,PA-1,0.06860916
36314,5311497,PA-1,0.06872921
3385,4091,PA-1,0.06798859
5746,6710780,PA-1,0.068509355
126941,9887053,PA-1,0.0678904
31703,36314,PA-1,0.06866016
3385,126941,PA-1,0.06842668
5743,9887053,PA-1,0.06828147
31703,60700,PA-1,0.06848374
4091,5746,PA-1,0.06804624
5746,36462,PA-1,0.068436384
4091,426756,PA-1,0.068010345
104842,6710780,PA-1,0.068365544
5746,104842,PA-1,0.06834471
104842,426756,PA-1,0.06820764
3385,426756,PA-1,0.06833924
3385,5746,PA-1,0.06837517
126941,5311497,PA-1,0.06837036
60750,426756,PA-1,0.06821068
31703,60750,PA-1,0.06848702
5743,5311497,PA-1,0.06876147
126941,426756,PA-1,0.068069875
60750,5311497,PA-1,0.06851114
3385,6710780,PA-1,0.068497136
426756,6710780,PA-1,0.06855376
36462,426756,PA-1,0.068252444
5746,426756,PA-1,0.06835149
5743,126941,PA-1,0.06854838
60700,9887053,PA-1,0.06792256
36462,5311497,PA-1,0.068552926
31703,9887053,PA-1,0.06827184
2907,60700,PA-1,0.068018004
2907,36462,PA-1,0.06807041
104842,9887053,PA-1,0.06802823
60700,6710780,PA-1,0.06825993
4091,104842,PA-1,0.068003595
5743,426756,PA-1,0.06846092
5743,36462,PA-1,0.06854583
2907,5311497,PA-1,0.06828603
2907,6710780,PA-1,0.06814341
426756,5311497,PA-1,0.06869637
60700,5311497,PA-1,0.06840254
36462,9887053,PA-1,0.06807293
5743,6710780,PA-1,0.068618804
5743,36314,PA-1,0.068669796
5746,31703,PA-1,0.068435445
5743,31703,PA-1,0.06854489
2907,4091,PA-1,0.06763485
60700,126941,PA-1,0.06818946
60700,104842,PA-1,0.06809524
2907,5746,PA-1,0.06802146
36462,60750,PA-1,0.06828813
36314,36462,PA-1,0.06851356
31703,36462,PA-1,0.06853621
3385,60700,PA-1,0.06837173
36462,6710780,PA-1,0.06841029
2907,36314,PA-1,0.0681944
60750,9887053,PA-1,0.06803119
5311497,6710780,PA-1,0.06842048
3385,36314,PA-1,0.068548106
5746,126941,PA-1,0.06843891
36314,426756,PA-1,0.0684287
60700,60750,PA-1,0.06813772
4091,60700,PA-1,0.06804281
3385,5311497,PA-1,0.068639785
36462,60700,PA-1,0.06828488
4091,36314,PA-1,0.06821918
36462,104842,PA-1,0.06824567
60750,6710780,PA-1,0.068368554
5311497,9887053,PA-1,0.06808313
2907,60750,PA-1,0.06802124
31703,5311497,PA-1,0.068751805
3385,60750,PA-1,0.06837498
3385,5743,PA-1,0.06842001
104842,126941,PA-1,0.06829511
4091,5311497,PA-1,0.06831086
104842,5311497,PA-1,0.06850819
31703,426756,PA-1,0.06845133
4091,60750,PA-1,0.068046086
4091,5743,PA-1,0.06809111
2907,9887053,PA-1,0.067806035
5743,60700,PA-1,0.068493396
6710780,9887053,PA-1,0.06813747
36314,9887053,PA-1,0.06824922
60750,126941,PA-1,0.0682981
5746,9887053,PA-1,0.06817199
126941,6710780,PA-1,0.06822772
36314,6710780,PA-1,0.06858656
4091,9887053,PA-1,0.067830846
60700,426756,PA-1,0.06810205
36314,60750,PA-1,0.0684644
31703,104842,PA-1,0.06844452
5746,60750,PA-1,0.06838721
2907,426756,PA-1,0.06798555
5746,5311497,PA-1,0.06865199
2907,126941,PA-1,0.06807296
36314,126941,PA-1,0.0685161
5743,104842,PA-1,0.06845419
5746,36314,PA-1,0.06856036
5746,60700,PA-1,0.06838393
36314,104842,PA-1,0.068421885
4091,126941,PA-1,0.06809777
2907,31703,PA-1,0.06806952
2907,3385,PA-1,0.06767379
31703,126941,PA-1,0.068538755
36314,60700,PA-1,0.068461135
3385,9887053,PA-1,0.068159744
3385,36462,PA-1,0.06842415
4091,31703,PA-1,0.06809431
4091,36462,PA-1,0.06809527
2907,5743,PA-1,0.068066314
426756,9887053,PA-1,0.0682164
2907,104842,PA-1,0.06797877
5743,5746,PA-1,0.068496846
5743,60750,PA-1,0.06849666
4091,6710780,PA-1,0.06816822
36462,126941,PA-1,0.06833984
3385,31703,PA-1,0.06842321
3385,104842,RKO,0.06842567
60750,104842,RKO,0.0682971
31703,6710780,RKO,0.06870242
36314,5311497,RKO,0.06882243
3385,4091,RKO,0.06808178
5746,6710780,RKO,0.06860259
126941,9887053,RKO,0.0679836
31703,36314,RKO,0.06875339
3385,126941,RKO,0.06851988
5743,9887053,RKO,0.068374716
31703,60700,RKO,0.06857698
4091,5746,RKO,0.06813948
5746,36462,RKO,0.06852958
4091,426756,RKO,0.06810355
104842,6710780,RKO,0.06845877
5746,104842,RKO,0.06843791
104842,426756,RKO,0.06830092
3385,426756,RKO,0.068432495
3385,5746,RKO,0.06846836
126941,5311497,RKO,0.06846361
60750,426756,RKO,0.06830388
31703,60750,RKO,0.06858024
5743,5311497,RKO,0.06885469
126941,426756,RKO,0.06816307
60750,5311497,RKO,0.068604395
3385,6710780,RKO,0.06859034
426756,6710780,RKO,0.06864698
36462,426756,RKO,0.06834565
5746,426756,RKO,0.0684447
5743,126941,RKO,0.06864161
60700,9887053,RKO,0.06801577
36462,5311497,RKO,0.06864613
31703,9887053,RKO,0.06836502
2907,60700,RKO,0.06811121
2907,36462,RKO,0.06816365
104842,9887053,RKO,0.0681214
60700,6710780,RKO,0.06835312
4091,104842,RKO,0.06809679
5743,426756,RKO,0.06855418
5743,36462,RKO,0.068639055
2907,5311497,RKO,0.06837928
2907,6710780,RKO,0.06823665
426756,5311497,RKO,0.06878963
60700,5311497,RKO,0.06849575
36462,9887053,RKO,0.06816619
5743,6710780,RKO,0.06871204
5743,36314,RKO,0.06876306
5746,31703,RKO,0.06852868
5743,31703,RKO,0.06863816
2907,4091,RKO,0.06772806
60700,126941,RKO,0.06828268
60700,104842,RKO,0.068188444
2907,5746,RKO,0.06811468
36462,60750,RKO,0.068381354
36314,36462,RKO,0.06860681
31703,36462,RKO,0.06862943
3385,60700,RKO,0.068464935
36462,6710780,RKO,0.06850352
2907,36314,RKO,0.06828761
60750,9887053,RKO,0.068124436
5311497,6710780,RKO,0.068513684
3385,36314,RKO,0.06864132
5746,126941,RKO,0.06853214
36314,426756,RKO,0.068521895
60700,60750,RKO,0.06823097
4091,60700,RKO,0.06813602
3385,5311497,RKO,0.06873301
36462,60700,RKO,0.068378106
4091,36314,RKO,0.068312414
36462,104842,RKO,0.06833883
60750,6710780,RKO,0.06846176
5311497,9887053,RKO,0.06817634
2907,60750,RKO,0.06811446
31703,5311497,RKO,0.06884503
3385,60750,RKO,0.06846818
3385,5743,RKO,0.06851322
104842,126941,RKO,0.06838835
4091,5311497,RKO,0.06840406
104842,5311497,RKO,0.06860143
31703,426756,RKO,0.06854452
4091,60750,RKO,0.068139285
4091,5743,RKO,0.06818435
2907,9887053,RKO,0.06789929
5743,60700,RKO,0.06858662
6710780,9887053,RKO,0.06823069
36314,9887053,RKO,0.06834245
60750,126941,RKO,0.06839132
5746,9887053,RKO,0.06826523
126941,6710780,RKO,0.068320945
36314,6710780,RKO,0.068679795
4091,9887053,RKO,0.06792408
60700,426756,RKO,0.06819528
36314,60750,RKO,0.0685576
31703,104842,RKO,0.06853774
5746,60750,RKO,0.06848043
2907,426756,RKO,0.06807876
5746,5311497,RKO,0.068745196
2907,126941,RKO,0.06816617
36314,126941,RKO,0.06860931
5743,104842,RKO,0.0685474
5746,36314,RKO,0.06865357
5746,60700,RKO,0.068477154
36314,104842,RKO,0.06851509
4091,126941,RKO,0.06819098
2907,31703,RKO,0.06816271
2907,3385,RKO,0.067767024
31703,126941,RKO,0.06863193
36314,60700,RKO,0.06855435
3385,9887053,RKO,0.06825297
3385,36462,RKO,0.06851737
4091,31703,RKO,0.06818753
4091,36462,RKO,0.068188444
2907,5743,RKO,0.068159506
426756,9887053,RKO,0.068309635
2907,104842,RKO,0.06807196
5743,5746,RKO,0.068590075
5743,60750,RKO,0.06858992
4091,6710780,RKO,0.068261445
36462,126941,RKO,0.06843306
3385,31703,RKO,0.068516426
3385,104842,RPMI-7951,0.06792766
60750,104842,RPMI-7951,0.06779908
31703,6710780,RPMI-7951,0.0682044
36314,5311497,RPMI-7951,0.068324395
3385,4091,RPMI-7951,0.06758377
5746,6710780,RPMI-7951,0.06810455
126941,9887053,RPMI-7951,0.067485586
31703,36314,RPMI-7951,0.068255365
3385,126941,RPMI-7951,0.06802188
5743,9887053,RPMI-7951,0.06787669
31703,60700,RPMI-7951,0.06807899
4091,5746,RPMI-7951,0.06764147
5746,36462,RPMI-7951,0.06803155
4091,426756,RPMI-7951,0.067605555
104842,6710780,RPMI-7951,0.067960754
5746,104842,RPMI-7951,0.0679399
104842,426756,RPMI-7951,0.067802906
3385,426756,RPMI-7951,0.06793447
3385,5746,RPMI-7951,0.067970365
126941,5311497,RPMI-7951,0.067965575
60750,426756,RPMI-7951,0.067805886
31703,60750,RPMI-7951,0.06808224
5743,5311497,RPMI-7951,0.068356685
126941,426756,RPMI-7951,0.06766507
60750,5311497,RPMI-7951,0.06810639
3385,6710780,RPMI-7951,0.06809232
426756,6710780,RPMI-7951,0.068148956
36462,426756,RPMI-7951,0.067847654
5746,426756,RPMI-7951,0.06794669
5743,126941,RPMI-7951,0.06814358
60700,9887053,RPMI-7951,0.06751777
36462,5311497,RPMI-7951,0.068148136
31703,9887053,RPMI-7951,0.067867026
2907,60700,RPMI-7951,0.067613184
2907,36462,RPMI-7951,0.06766564
104842,9887053,RPMI-7951,0.06762339
60700,6710780,RPMI-7951,0.06785511
4091,104842,RPMI-7951,0.06759876
5743,426756,RPMI-7951,0.06805616
5743,36462,RPMI-7951,0.068141036
2907,5311497,RPMI-7951,0.06788126
2907,6710780,RPMI-7951,0.067738615
426756,5311497,RPMI-7951,0.06829161
60700,5311497,RPMI-7951,0.06799774
36462,9887053,RPMI-7951,0.067668125
5743,6710780,RPMI-7951,0.06821403
5743,36314,RPMI-7951,0.068265036
5746,31703,RPMI-7951,0.06803066
5743,31703,RPMI-7951,0.06814012
2907,4091,RPMI-7951,0.06723006
60700,126941,RPMI-7951,0.06778467
60700,104842,RPMI-7951,0.06769045
2907,5746,RPMI-7951,0.06761663
36462,60750,RPMI-7951,0.06788333
36314,36462,RPMI-7951,0.0681088
31703,36462,RPMI-7951,0.06813142
3385,60700,RPMI-7951,0.06796691
36462,6710780,RPMI-7951,0.06800548
2907,36314,RPMI-7951,0.06778959
60750,9887053,RPMI-7951,0.0676264
5311497,6710780,RPMI-7951,0.06801565
3385,36314,RPMI-7951,0.06814332
5746,126941,RPMI-7951,0.06803411
36314,426756,RPMI-7951,0.06802389
60700,60750,RPMI-7951,0.06773296
4091,60700,RPMI-7951,0.067638025
3385,5311497,RPMI-7951,0.068234965
36462,60700,RPMI-7951,0.06788005
4091,36314,RPMI-7951,0.067814425
36462,104842,RPMI-7951,0.06784083
60750,6710780,RPMI-7951,0.067963734
5311497,9887053,RPMI-7951,0.06767833
2907,60750,RPMI-7951,0.06761645
31703,5311497,RPMI-7951,0.06834704
3385,60750,RPMI-7951,0.06797017
3385,5743,RPMI-7951,0.06801519
104842,126941,RPMI-7951,0.067890316
4091,5311497,RPMI-7951,0.067906074
104842,5311497,RPMI-7951,0.06810339
31703,426756,RPMI-7951,0.06804657
4091,60750,RPMI-7951,0.06764129
4091,5743,RPMI-7951,0.067686304
2907,9887053,RPMI-7951,0.067401275
5743,60700,RPMI-7951,0.068088606
6710780,9887053,RPMI-7951,0.06773268
36314,9887053,RPMI-7951,0.067844406
60750,126941,RPMI-7951,0.0678933
5746,9887053,RPMI-7951,0.06776723
126941,6710780,RPMI-7951,0.06782292
36314,6710780,RPMI-7951,0.06818175
4091,9887053,RPMI-7951,0.06742607
60700,426756,RPMI-7951,0.06769726
36314,60750,RPMI-7951,0.06805958
31703,104842,RPMI-7951,0.068039745
5746,60750,RPMI-7951,0.06798238
2907,426756,RPMI-7951,0.06758076
5746,5311497,RPMI-7951,0.0682472
2907,126941,RPMI-7951,0.06766818
36314,126941,RPMI-7951,0.06811129
5743,104842,RPMI-7951,0.06804938
5746,36314,RPMI-7951,0.06815556
5746,60700,RPMI-7951,0.06797916
36314,104842,RPMI-7951,0.068017095
4091,126941,RPMI-7951,0.067692965
2907,31703,RPMI-7951,0.06766471
2907,3385,RPMI-7951,0.06726898
31703,126941,RPMI-7951,0.068133935
36314,60700,RPMI-7951,0.06805634
3385,9887053,RPMI-7951,0.06775496
3385,36462,RPMI-7951,0.068019375
4091,31703,RPMI-7951,0.06768952
4091,36462,RPMI-7951,0.06769043
2907,5743,RPMI-7951,0.067661494
426756,9887053,RPMI-7951,0.06781161
2907,104842,RPMI-7951,0.06757397
5743,5746,RPMI-7951,0.068092056
5743,60750,RPMI-7951,0.06809187
4091,6710780,RPMI-7951,0.06776342
36462,126941,RPMI-7951,0.06793505
3385,31703,RPMI-7951,0.06801844
3385,104842,SK-MEL-30,0.06822574
60750,104842,SK-MEL-30,0.068097115
31703,6710780,SK-MEL-30,0.06850242
36314,5311497,SK-MEL-30,0.068622455
3385,4091,SK-MEL-30,0.06788181
5746,6710780,SK-MEL-30,0.06840263
126941,9887053,SK-MEL-30,0.06778361
31703,36314,SK-MEL-30,0.06855343
3385,126941,SK-MEL-30,0.0683199
5743,9887053,SK-MEL-30,0.06817473
31703,60700,SK-MEL-30,0.06837703
4091,5746,SK-MEL-30,0.06793949
5746,36462,SK-MEL-30,0.06832962
4091,426756,SK-MEL-30,0.06790359
104842,6710780,SK-MEL-30,0.06825878
5746,104842,SK-MEL-30,0.06823796
104842,426756,SK-MEL-30,0.06810097
3385,426756,SK-MEL-30,0.068232514
3385,5746,SK-MEL-30,0.068268426
126941,5311497,SK-MEL-30,0.06826358
60750,426756,SK-MEL-30,0.06810391
31703,60750,SK-MEL-30,0.06838027
5743,5311497,SK-MEL-30,0.06865472
126941,426756,SK-MEL-30,0.06796312
60750,5311497,SK-MEL-30,0.068404436
3385,6710780,SK-MEL-30,0.068390384
426756,6710780,SK-MEL-30,0.06844702
36462,426756,SK-MEL-30,0.06814567
5746,426756,SK-MEL-30,0.06824477
5743,126941,SK-MEL-30,0.06844164
60700,9887053,SK-MEL-30,0.067815796
36462,5311497,SK-MEL-30,0.068446174
31703,9887053,SK-MEL-30,0.068165064
2907,60700,SK-MEL-30,0.06791125
2907,36462,SK-MEL-30,0.067963704
104842,9887053,SK-MEL-30,0.06792145
60700,6710780,SK-MEL-30,0.06815315
4091,104842,SK-MEL-30,0.0678968
5743,426756,SK-MEL-30,0.06835422
5743,36462,SK-MEL-30,0.0684391
2907,5311497,SK-MEL-30,0.06817928
2907,6710780,SK-MEL-30,0.06803666
426756,5311497,SK-MEL-30,0.068589635
60700,5311497,SK-MEL-30,0.06829576
36462,9887053,SK-MEL-30,0.06796618
5743,6710780,SK-MEL-30,0.06851205
5743,36314,SK-MEL-30,0.068563074
5746,31703,SK-MEL-30,0.06832868
5743,31703,SK-MEL-30,0.06843817
2907,4091,SK-MEL-30,0.067528106
60700,126941,SK-MEL-30,0.06808269
60700,104842,SK-MEL-30,0.06798851
2907,5746,SK-MEL-30,0.067914695
36462,60750,SK-MEL-30,0.06818138
36314,36462,SK-MEL-30,0.06840682
31703,36462,SK-MEL-30,0.068429485
3385,60700,SK-MEL-30,0.068264954
36462,6710780,SK-MEL-30,0.06830353
2907,36314,SK-MEL-30,0.06808764
60750,9887053,SK-MEL-30,0.06792444
5311497,6710780,SK-MEL-30,0.06831371
3385,36314,SK-MEL-30,0.06844136
5746,126941,SK-MEL-30,0.068332165
36314,426756,SK-MEL-30,0.06832195
60700,60750,SK-MEL-30,0.06803097
4091,60700,SK-MEL-30,0.06793607
3385,5311497,SK-MEL-30,0.06853301
36462,60700,SK-MEL-30,0.06817813
4091,36314,SK-MEL-30,0.06811245
36462,104842,SK-MEL-30,0.06813885
60750,6710780,SK-MEL-30,0.068261795
5311497,9887053,SK-MEL-30,0.067976356
2907,60750,SK-MEL-30,0.06791452
31703,5311497,SK-MEL-30,0.06864506
3385,60750,SK-MEL-30,0.068268195
3385,5743,SK-MEL-30,0.06831324
